Iteration 1: c = ), s = , state = 0
Iteration 3441: c = x, s = strsst, state = 9
Iteration 3442: c = (, s = stssr, state = 9
Iteration 3443: c = (, s = rtsss, state = 9
Iteration 3444: c = ], s = st, state = 9
Iteration 3445: c = ), s = , state = 9
Iteration 3446: c = {, s = r, state = 9
Iteration 3447: c = ), s = , state = 9
Iteration 3448: c =  , s = eeerrt, state = 9
Iteration 3449: c = ], s = tsesee, state = 9
Iteration 3450: c =  , s = srsere, state = 9
Iteration 3451: c = {, s = , state = 9
Iteration 3452: c = ), s = er, state = 9
Iteration 3453: c = }, s = r, state = 9
Iteration 3454: c = a, s = s, state = 9
Iteration 3455: c = ), s = s, state = 9
Iteration 3456: c = x, s = , state = 9
Iteration 3457: c =  , s = etr, state = 9
Iteration 3458: c =  , s = srt, state = 9
Iteration 3459: c = x, s = , state = 9
Iteration 3460: c = ), s = ssrttt, state = 9
Iteration 3461: c = }, s = r, state = 9
Iteration 3462: c = ), s = seerss, state = 9
Iteration 3463: c = ), s = rses, state = 9
Iteration 3464: c = ], s = , state = 9
Iteration 3465: c =  , s = , state = 9
Iteration 3466: c = x, s = rrtess, state = 9
Iteration 3467: c = [, s = t, state = 9
Iteration 3468: c =  , s = sstsse, state = 9
Iteration 3469: c = x, s = ess, state = 9
Iteration 3470: c =  , s = seesrs, state = 9
Iteration 3471: c = x, s = s, state = 9
Iteration 3472: c = (, s = r, state = 9
Iteration 3473: c =  , s = rssst, state = 9
Iteration 3474: c = (, s = trseer, state = 9
Iteration 3475: c = ], s = se, state = 9
Iteration 3476: c =  , s = ttete, state = 9
Iteration 3477: c = {, s = ttetrs, state = 9
Iteration 3478: c = ], s = trsss, state = 9
Iteration 3479: c = [, s = s, state = 9
Iteration 3480: c = a, s = es, state = 9
Iteration 3481: c = x, s = rerttr, state = 9
Iteration 3482: c = (, s = ts, state = 9
Iteration 3483: c = ], s = srtrse, state = 9
Iteration 3484: c = ], s = eeeest, state = 9
Iteration 3485: c = {, s = , state = 9
Iteration 3486: c = (, s = r, state = 9
Iteration 3487: c = }, s = sre, state = 9
Iteration 3488: c = a, s = rr, state = 9
Iteration 3489: c = ], s = steter, state = 9
Iteration 3490: c = ), s = teet, state = 9
Iteration 3491: c = {, s = ttrete, state = 9
Iteration 3492: c = {, s = srttre, state = 9
Iteration 3493: c = ], s = rt, state = 9
Iteration 3494: c = ], s = rrt, state = 9
Iteration 3495: c = {, s = , state = 9
Iteration 3496: c = {, s = te, state = 9
Iteration 3497: c =  , s = reerr, state = 9
Iteration 3498: c =  , s = tt, state = 9
Iteration 3499: c = x, s = teseet, state = 9
Iteration 3500: c = (, s = ttsssr, state = 9
Iteration 3501: c =  , s = sr, state = 9
Iteration 3502: c =  , s = , state = 9
Iteration 3503: c = }, s = tttsre, state = 9
Iteration 3504: c =  , s = erseee, state = 9
Iteration 3505: c =  , s = sre, state = 9
Iteration 3506: c = }, s = , state = 9
Iteration 3507: c = ], s = t, state = 9
Iteration 3508: c = (, s = trsttt, state = 9
Iteration 3509: c = }, s = rrtest, state = 9
Iteration 3510: c = [, s = tteese, state = 9
Iteration 3511: c = ), s = es, state = 9
Iteration 3512: c = {, s = er, state = 9
Iteration 3513: c = x, s = e, state = 9
Iteration 3514: c = }, s = etsts, state = 9
Iteration 3515: c =  , s = trseee, state = 9
Iteration 3516: c = }, s = rtte, state = 9
Iteration 3517: c =  , s = rrerrr, state = 9
Iteration 3518: c = (, s = rrer, state = 9
Iteration 3519: c = }, s = ts, state = 9
Iteration 3520: c = }, s = ssesrr, state = 9
Iteration 3521: c = a, s = , state = 9
Iteration 3522: c =  , s = se, state = 9
Iteration 3523: c = ), s = sstett, state = 9
Iteration 3524: c = ], s = ttrerr, state = 9
Iteration 3525: c = }, s = rs, state = 9
Iteration 3526: c = ), s = eeetet, state = 9
Iteration 3527: c = ), s = e, state = 9
Iteration 3528: c = ), s = , state = 9
Iteration 3529: c = x, s = , state = 9
Iteration 3530: c = {, s = e, state = 9
Iteration 3531: c = x, s = eesttt, state = 9
Iteration 3532: c = {, s = tsese, state = 9
Iteration 3533: c = {, s = ete, state = 9
Iteration 3534: c =  , s = ttst, state = 9
Iteration 3535: c = (, s = , state = 9
Iteration 3536: c = ], s = strrrr, state = 9
Iteration 3537: c = ), s = s, state = 9
Iteration 3538: c = ), s = s, state = 9
Iteration 3539: c = }, s = s, state = 9
Iteration 3540: c = {, s = rte, state = 9
Iteration 3541: c = ), s = , state = 9
Iteration 3542: c = a, s = r, state = 9
Iteration 3543: c = ], s = t, state = 9
Iteration 3544: c = x, s = ss, state = 9
Iteration 3545: c = (, s = rtt, state = 9
Iteration 3546: c = (, s = , state = 9
Iteration 3547: c = a, s = rtrre, state = 9
Iteration 3548: c = }, s = eerr, state = 9
Iteration 3549: c = x, s = tettts, state = 9
Iteration 3550: c = }, s = s, state = 9
Iteration 3551: c = {, s = r, state = 9
Iteration 3552: c = a, s = strstr, state = 9
Iteration 3553: c = [, s = ts, state = 9
Iteration 3554: c = }, s = ere, state = 9
Iteration 3555: c = {, s = , state = 9
Iteration 3556: c = ), s = rsee, state = 9
Iteration 3557: c = (, s = etrtrr, state = 9
Iteration 3558: c =  , s = sseses, state = 9
Iteration 3559: c = a, s = trree, state = 9
Iteration 3560: c = (, s = stts, state = 9
Iteration 3561: c = ), s = rtte, state = 9
Iteration 3562: c =  , s = strtsr, state = 9
Iteration 3563: c = ), s = , state = 9
Iteration 3564: c = ], s = ets, state = 9
Iteration 3565: c = {, s = rter, state = 9
Iteration 3566: c = [, s = rttst, state = 9
Iteration 3567: c = [, s = e, state = 9
Iteration 3568: c = ), s = , state = 9
Iteration 3569: c = {, s = e, state = 9
Iteration 3570: c = }, s = ttt, state = 9
Iteration 3571: c = a, s = eete, state = 9
Iteration 3572: c = {, s = e, state = 9
Iteration 3573: c = ), s = ets, state = 9
Iteration 3574: c = (, s = , state = 9
Iteration 3575: c = ], s = , state = 9
Iteration 3576: c =  , s = , state = 9
Iteration 3577: c = ), s = ts, state = 9
Iteration 3578: c = ), s = ttt, state = 9
Iteration 3579: c = }, s = tsrts, state = 9
Iteration 3580: c =  , s = , state = 9
Iteration 3581: c = {, s = , state = 9
Iteration 3582: c =  , s = rrtr, state = 9
Iteration 3583: c = ), s = s, state = 9
Iteration 3584: c = ), s = , state = 9
Iteration 3585: c = x, s = ts, state = 9
Iteration 3586: c = [, s = s, state = 9
Iteration 3587: c =  , s = ssrtts, state = 9
Iteration 3588: c =  , s = tteett, state = 9
Iteration 3589: c = a, s = etstrt, state = 9
Iteration 3590: c = x, s = tststt, state = 9
Iteration 3591: c = ), s = , state = 9
Iteration 3592: c = a, s = t, state = 9
Iteration 3593: c = x, s = r, state = 9
Iteration 3594: c = (, s = , state = 9
Iteration 3595: c = (, s = s, state = 9
Iteration 3596: c = }, s = errrte, state = 9
Iteration 3597: c = {, s = ertsst, state = 9
Iteration 3598: c = (, s = , state = 9
Iteration 3599: c = [, s = tseett, state = 9
Iteration 3600: c = }, s = ess, state = 9
Iteration 3601: c = x, s = sseset, state = 9
Iteration 3602: c = x, s = , state = 9
Iteration 3603: c =  , s = stsret, state = 9
Iteration 3604: c = {, s = esrete, state = 9
Iteration 3605: c = x, s = es, state = 9
Iteration 3606: c = x, s = ette, state = 9
Iteration 3607: c =  , s = tterst, state = 9
Iteration 3608: c = ), s = t, state = 9
Iteration 3609: c = (, s = , state = 9
Iteration 3610: c = ], s = sr, state = 9
Iteration 3611: c =  , s = etrtss, state = 9
Iteration 3612: c = [, s = eesr, state = 9
Iteration 3613: c = {, s = setrer, state = 9
Iteration 3614: c = ), s = , state = 9
Iteration 3615: c = ], s = s, state = 9
Iteration 3616: c = ], s = reress, state = 9
Iteration 3617: c = [, s = rste, state = 9
Iteration 3618: c = ], s = ttee, state = 9
Iteration 3619: c = a, s = ees, state = 9
Iteration 3620: c = (, s = srtt, state = 9
Iteration 3621: c = [, s = reee, state = 9
Iteration 3622: c = [, s = r, state = 9
Iteration 3623: c =  , s = eeese, state = 9
Iteration 3624: c = {, s = ett, state = 9
Iteration 3625: c = (, s = sre, state = 9
Iteration 3626: c = [, s = , state = 9
Iteration 3627: c = {, s = s, state = 9
Iteration 3628: c = (, s = esssee, state = 9
Iteration 3629: c = {, s = e, state = 9
Iteration 3630: c = }, s = r, state = 9
Iteration 3631: c = x, s = e, state = 9
Iteration 3632: c = }, s = tsstte, state = 9
Iteration 3633: c = x, s = esesee, state = 9
Iteration 3634: c = (, s = r, state = 9
Iteration 3635: c = {, s = ee, state = 9
Iteration 3636: c = (, s = tsst, state = 9
Iteration 3637: c = ], s = etts, state = 9
Iteration 3638: c = x, s = , state = 9
Iteration 3639: c =  , s = s, state = 9
Iteration 3640: c = (, s = te, state = 9
Iteration 3641: c = ), s = rste, state = 9
Iteration 3642: c =  , s = rss, state = 9
Iteration 3643: c = (, s = ttsr, state = 9
Iteration 3644: c = }, s = ts, state = 9
Iteration 3645: c = [, s = ttttsr, state = 9
Iteration 3646: c = [, s = rssree, state = 9
Iteration 3647: c =  , s = srs, state = 9
Iteration 3648: c = }, s = , state = 9
Iteration 3649: c = {, s = trsser, state = 9
Iteration 3650: c = ], s = , state = 9
Iteration 3651: c = {, s = , state = 9
Iteration 3652: c = {, s = sserse, state = 9
Iteration 3653: c = {, s = , state = 9
Iteration 3654: c = {, s = ts, state = 9
Iteration 3655: c = {, s = rrtsse, state = 9
Iteration 3656: c = [, s = tre, state = 9
Iteration 3657: c = (, s = r, state = 9
Iteration 3658: c = ), s = , state = 9
Iteration 3659: c = [, s = stte, state = 9
Iteration 3660: c = ], s = rsstss, state = 9
Iteration 3661: c = [, s = s, state = 9
Iteration 3662: c = }, s = rtr, state = 9
Iteration 3663: c = [, s = r, state = 9
Iteration 3664: c = {, s = ttt, state = 9
Iteration 3665: c = x, s = setet, state = 9
Iteration 3666: c = (, s = tesrte, state = 9
Iteration 3667: c = a, s = rtssee, state = 9
Iteration 3668: c =  , s = trts, state = 9
Iteration 3669: c = [, s = retsss, state = 9
Iteration 3670: c = x, s = eerese, state = 9
Iteration 3671: c = ], s = s, state = 9
Iteration 3672: c =  , s = , state = 9
Iteration 3673: c = [, s = rtrrs, state = 9
Iteration 3674: c = a, s = trtert, state = 9
Iteration 3675: c = (, s = te, state = 9
Iteration 3676: c = ), s = ess, state = 9
Iteration 3677: c =  , s = ee, state = 9
Iteration 3678: c = }, s = trtst, state = 9
Iteration 3679: c = [, s = e, state = 9
Iteration 3680: c = ], s = , state = 9
Iteration 3681: c = [, s = t, state = 9
Iteration 3682: c = {, s = rrr, state = 9
Iteration 3683: c = }, s = e, state = 9
Iteration 3684: c = (, s = rrt, state = 9
Iteration 3685: c = x, s = etstet, state = 9
Iteration 3686: c = [, s = rs, state = 9
Iteration 3687: c = (, s = , state = 9
Iteration 3688: c = ], s = stts, state = 9
Iteration 3689: c = (, s = e, state = 9
Iteration 3690: c = {, s = srrets, state = 9
Iteration 3691: c = (, s = se, state = 9
Iteration 3692: c = (, s = tstrrt, state = 9
Iteration 3693: c =  , s = terrtt, state = 9
Iteration 3694: c = ], s = rr, state = 9
Iteration 3695: c = x, s = tsees, state = 9
Iteration 3696: c = (, s = esrttr, state = 9
Iteration 3697: c = }, s = rttttt, state = 9
Iteration 3698: c = {, s = tstttt, state = 9
Iteration 3699: c = x, s = rtetrs, state = 9
Iteration 3700: c = x, s = , state = 9
Iteration 3701: c = {, s = erse, state = 9
Iteration 3702: c = ), s = se, state = 9
Iteration 3703: c = {, s = tss, state = 9
Iteration 3704: c = (, s = r, state = 9
Iteration 3705: c = (, s = s, state = 9
Iteration 3706: c = a, s = eret, state = 9
Iteration 3707: c = }, s = , state = 9
Iteration 3708: c = {, s = , state = 9
Iteration 3709: c = [, s = ee, state = 9
Iteration 3710: c = [, s = , state = 9
Iteration 3711: c = [, s = r, state = 9
Iteration 3712: c = {, s = , state = 9
Iteration 3713: c = a, s = , state = 9
Iteration 3714: c = a, s = etr, state = 9
Iteration 3715: c = {, s = , state = 9
Iteration 3716: c = [, s = es, state = 9
Iteration 3717: c = x, s = rst, state = 9
Iteration 3718: c = ), s = r, state = 9
Iteration 3719: c =  , s = seeet, state = 9
Iteration 3720: c = a, s = es, state = 9
Iteration 3721: c = ), s = ees, state = 9
Iteration 3722: c = a, s = srt, state = 9
Iteration 3723: c = ], s = rss, state = 9
Iteration 3724: c = [, s = e, state = 9
Iteration 3725: c = }, s = s, state = 9
Iteration 3726: c = a, s = rt, state = 9
Iteration 3727: c = ), s = , state = 9
Iteration 3728: c = a, s = re, state = 9
Iteration 3729: c = ), s = strtsr, state = 9
Iteration 3730: c = [, s = t, state = 9
Iteration 3731: c = [, s = , state = 9
Iteration 3732: c = ), s = , state = 9
Iteration 3733: c = ), s = , state = 9
Iteration 3734: c = {, s = es, state = 9
Iteration 3735: c = }, s = rsssre, state = 9
Iteration 3736: c = }, s = rttst, state = 9
Iteration 3737: c = ], s = , state = 9
Iteration 3738: c = a, s = este, state = 9
Iteration 3739: c = a, s = r, state = 9
Iteration 3740: c = (, s = ersr, state = 9
Iteration 3741: c = x, s = eeetst, state = 9
Iteration 3742: c = }, s = , state = 9
Iteration 3743: c = a, s = , state = 9
Iteration 3744: c = ), s = tsrees, state = 9
Iteration 3745: c = ], s = trtsst, state = 9
Iteration 3746: c = [, s = , state = 9
Iteration 3747: c = a, s = errtre, state = 9
Iteration 3748: c = }, s = rrstss, state = 9
Iteration 3749: c = [, s = stserr, state = 9
Iteration 3750: c = {, s = etttee, state = 9
Iteration 3751: c =  , s = ss, state = 9
Iteration 3752: c = ], s = , state = 9
Iteration 3753: c = a, s = , state = 9
Iteration 3754: c = {, s = eetsr, state = 9
Iteration 3755: c = ), s = rr, state = 9
Iteration 3756: c = x, s = rseter, state = 9
Iteration 3757: c = ], s = , state = 9
Iteration 3758: c = a, s = trts, state = 9
Iteration 3759: c = ], s = s, state = 9
Iteration 3760: c = ), s = rrrrte, state = 9
Iteration 3761: c = (, s = rrtsrr, state = 9
Iteration 3762: c = [, s = , state = 9
Iteration 3763: c = x, s = ssstes, state = 9
Iteration 3764: c = ], s = , state = 9
Iteration 3765: c = x, s = erertt, state = 9
Iteration 3766: c = [, s = tess, state = 9
Iteration 3767: c = }, s = se, state = 9
Iteration 3768: c = {, s = ress, state = 9
Iteration 3769: c =  , s = rrtetr, state = 9
Iteration 3770: c = ), s = , state = 9
Iteration 3771: c = {, s = , state = 9
Iteration 3772: c = ), s = ttttrs, state = 9
Iteration 3773: c = ), s = , state = 9
Iteration 3774: c = ], s = , state = 9
Iteration 3775: c =  , s = esttrs, state = 9
Iteration 3776: c = ], s = tse, state = 9
Iteration 3777: c = x, s = reetr, state = 9
Iteration 3778: c =  , s = t, state = 9
Iteration 3779: c = a, s = terttt, state = 9
Iteration 3780: c = x, s = tr, state = 9
Iteration 3781: c =  , s = errrer, state = 9
Iteration 3782: c = ), s = e, state = 9
Iteration 3783: c = a, s = reee, state = 9
Iteration 3784: c = x, s = s, state = 9
Iteration 3785: c = x, s = , state = 9
Iteration 3786: c = (, s = te, state = 9
Iteration 3787: c = (, s = , state = 9
Iteration 3788: c = a, s = estsrs, state = 9
Iteration 3789: c =  , s = tttssr, state = 9
Iteration 3790: c =  , s = , state = 9
Iteration 3791: c = a, s = s, state = 9
Iteration 3792: c = ], s = erseee, state = 9
Iteration 3793: c = [, s = , state = 9
Iteration 3794: c = }, s = rettee, state = 9
Iteration 3795: c = a, s = rees, state = 9
Iteration 3796: c = a, s = er, state = 9
Iteration 3797: c = ], s = ss, state = 9
Iteration 3798: c = (, s = , state = 9
Iteration 3799: c = ], s = , state = 9
Iteration 3800: c = ), s = , state = 9
Iteration 3801: c = a, s = ste, state = 9
Iteration 3802: c = ], s = e, state = 9
Iteration 3803: c = ), s = trrerr, state = 9
Iteration 3804: c = [, s = rrrsrs, state = 9
Iteration 3805: c = a, s = et, state = 9
Iteration 3806: c = }, s = srts, state = 9
Iteration 3807: c =  , s = sttr, state = 9
Iteration 3808: c = x, s = srsere, state = 9
Iteration 3809: c = (, s = rs, state = 9
Iteration 3810: c = x, s = rsr, state = 9
Iteration 3811: c = x, s = ssetrs, state = 9
Iteration 3812: c =  , s = , state = 9
Iteration 3813: c = x, s = ee, state = 9
Iteration 3814: c = [, s = , state = 9
Iteration 3815: c =  , s = , state = 9
Iteration 3816: c = }, s = r, state = 9
Iteration 3817: c = ), s = ereert, state = 9
Iteration 3818: c = a, s = rtrses, state = 9
Iteration 3819: c =  , s = srtr, state = 9
Iteration 3820: c = x, s = , state = 9
Iteration 3821: c = [, s = , state = 9
Iteration 3822: c = (, s = s, state = 9
Iteration 3823: c = {, s = terree, state = 9
Iteration 3824: c = }, s = , state = 9
Iteration 3825: c = ), s = s, state = 9
Iteration 3826: c =  , s = ses, state = 9
Iteration 3827: c =  , s = tr, state = 9
Iteration 3828: c = }, s = r, state = 9
Iteration 3829: c = [, s = , state = 9
Iteration 3830: c = (, s = tterrs, state = 9
Iteration 3831: c = }, s = , state = 9
Iteration 3832: c = a, s = s, state = 9
Iteration 3833: c = ], s = testrr, state = 9
Iteration 3834: c = (, s = tsetes, state = 9
Iteration 3835: c = x, s = r, state = 9
Iteration 3836: c = a, s = t, state = 9
Iteration 3837: c = a, s = s, state = 9
Iteration 3838: c =  , s = , state = 9
Iteration 3839: c = {, s = , state = 9
Iteration 3840: c = {, s = e, state = 9
Iteration 3841: c = ], s = str, state = 9
Iteration 3842: c = }, s = er, state = 9
Iteration 3843: c = x, s = eter, state = 9
Iteration 3844: c = ), s = rt, state = 9
Iteration 3845: c = [, s = stt, state = 9
Iteration 3846: c = [, s = reeest, state = 9
Iteration 3847: c = }, s = ttetst, state = 9
Iteration 3848: c = ], s = rr, state = 9
Iteration 3849: c = }, s = rrtet, state = 9
Iteration 3850: c = [, s = , state = 9
Iteration 3851: c = {, s = ree, state = 9
Iteration 3852: c = (, s = es, state = 9
Iteration 3853: c = x, s = trrtrt, state = 9
Iteration 3854: c = ], s = , state = 9
Iteration 3855: c = (, s = reet, state = 9
Iteration 3856: c = (, s = esrt, state = 9
Iteration 3857: c = [, s = , state = 9
Iteration 3858: c = a, s = etr, state = 9
Iteration 3859: c = {, s = , state = 9
Iteration 3860: c = a, s = , state = 9
Iteration 3861: c = ], s = etster, state = 9
Iteration 3862: c = }, s = , state = 9
Iteration 3863: c =  , s = teserr, state = 9
Iteration 3864: c = [, s = s, state = 9
Iteration 3865: c = ], s = , state = 9
Iteration 3866: c =  , s = rreste, state = 9
Iteration 3867: c = {, s = , state = 9
Iteration 3868: c = [, s = stt, state = 9
Iteration 3869: c = x, s = ers, state = 9
Iteration 3870: c = a, s = tee, state = 9
Iteration 3871: c = x, s = , state = 9
Iteration 3872: c = ], s = ete, state = 9
Iteration 3873: c = }, s = ese, state = 9
Iteration 3874: c = {, s = t, state = 9
Iteration 3875: c = (, s = , state = 9
Iteration 3876: c = x, s = , state = 9
Iteration 3877: c = [, s = trrrte, state = 9
