Iteration 1: c = [, s = ettrte, state = 0
Iteration 3232: c = ], s = ssssr, state = 9
Iteration 3233: c =  , s = set, state = 9
Iteration 3234: c = x, s = eretse, state = 9
Iteration 3235: c = }, s = r, state = 9
Iteration 3236: c = {, s = t, state = 9
Iteration 3237: c = a, s = , state = 9
Iteration 3238: c = a, s = , state = 9
Iteration 3239: c = ], s = r, state = 9
Iteration 3240: c = (, s = s, state = 9
Iteration 3241: c = }, s = , state = 9
Iteration 3242: c = a, s = errtsr, state = 9
Iteration 3243: c = (, s = r, state = 9
Iteration 3244: c = ], s = rrsess, state = 9
Iteration 3245: c = ), s = es, state = 9
Iteration 3246: c = a, s = r, state = 9
Iteration 3247: c = }, s = estets, state = 9
Iteration 3248: c = x, s = , state = 9
Iteration 3249: c = ], s = , state = 9
Iteration 3250: c = a, s = s, state = 9
Iteration 3251: c = ), s = etesre, state = 9
Iteration 3252: c = a, s = , state = 9
Iteration 3253: c = a, s = trestt, state = 9
Iteration 3254: c = ), s = srtrss, state = 9
Iteration 3255: c = x, s = te, state = 9
Iteration 3256: c =  , s = ttssee, state = 9
Iteration 3257: c = ], s = , state = 9
Iteration 3258: c =  , s = sttrtr, state = 9
Iteration 3259: c = a, s = , state = 9
Iteration 3260: c = {, s = esrt, state = 9
Iteration 3261: c = (, s = , state = 9
Iteration 3262: c = a, s = e, state = 9
Iteration 3263: c = }, s = stttse, state = 9
Iteration 3264: c = a, s = tetes, state = 9
Iteration 3265: c = x, s = t, state = 9
Iteration 3266: c = (, s = tsertr, state = 9
Iteration 3267: c = }, s = s, state = 9
Iteration 3268: c = ), s = rrr, state = 9
Iteration 3269: c = {, s = trr, state = 9
Iteration 3270: c = a, s = tte, state = 9
Iteration 3271: c =  , s = reset, state = 9
error 
